xdbud,1.436
xdbuend,0.756
xdbuo111,12.274
xdbuo112,5.751
xdbuo121,2.634
xdbuo122,1.559
xdbuo18,1.187
xdbuo,0.394
xdbupgrdses,0.340
xdbupgrd,0.989
xdbus111,7.764
xdbus112,1.613
xdbus121,0.739
xdbus122,0.452
xdbus18,0.479
xdbus,1.869
xdbustr,1.031
xdbuuc2,1.361
xdbuuc3,0.518
xdbuuc4,0.787
xdbuuc,0.705
xdbuud2,0.643
xdbuud3,0.381
xdbuud,0.635
xdbxtbix,0.403
xmlja,0.342
xmlu817,1.978
xmlu901,1.082
xrddwgrd,0.351
xrde112,2.713
xrde121,0.526
xrde122,0.385
xrde18,0.368
xrdu112,0.996
xrdu121,0.404
xrdu122,0.350
xrdu18,0.347
xrdud112,0.959
xrdud121,0.382
xrdud122,0.336
xrdud18,0.339
xrdupgrd,4.762
xsa102,0.336
xsa111,0.342
xsa112,0.338
xsacl,0.856
xsadmi,0.668
xsdbmig,0.783
xsdiag,0.377
xsds,0.932
xse102,2.294
xse111,1.525
xse112,1.107
xsns,0.680
xspatch,0.346
xsprin,0.730
xsrs,0.388
xssc,0.735
xssess,0.792
xsu102,2.227
xsu111,2.352
xsu112,1.051
xsutil,0.720
dbmsaq8x,0.381
dbmsaqds,0.392
dbmsaqem,0.357
dbmsaq,0.353
dbmsrmge,0.375
dbmsrmin,0.881
dbmsrmpa,0.406
dbmsrmpe,0.384
dbmsrsa,0.381
dbmsrsicd,0.730
dbmsrspreq,1.080
dbmssqds,0.479
dvmacfnc,0.633
execrsa,0.361
execschlb,2.357
olaptf,1.493
owmadmb,0.898
owmadms,0.415
owmaqb,0.772
owmaqs,0.369
owmasrtb,0.428
owmasrts,0.345
owmblklb,1.021
owmblkls,0.350
owmcddlb,0.488
owmcddls,2.887
owmcmdv,0.376
owmcpkgb,3.576
owmcpkgs,1.036
owmctrg,0.459
owmctxb,0.440
owmctxs,0.468
owmcvws,3.478
owmddlb,0.385
owmddls,0.368
owmdtrgb,0.435
owmdtrgs,0.346
owmdutlb,0.520
owmdutls,0.351
owmdynb,0.397
owmdyns,0.377
owmerrb,0.384
owmerrs,0.352
owmexpb,0.408
owmexps,0.361
owmgrnt,0.601
owmiexpb,0.522
owmiexps,0.354
owminst,13.734
owmltb,0.951
owmlts,0.391
owmltsysb,0.344
owmltsyss,0.351
owmmigb,0.542
owmmigs,0.354
owmmpb,2.659
owmmps,0.463
owmpkgb,0.517
owmpkgs,0.348
owmprvb,0.397
owmprvs,0.348
owmr1120,10.349
owmr1210,2.175
owmr1220,0.759
owmr18,0.364
owmricb,0.485
owmrics,0.416
owmuany,12.309
owmuinst,0.420
owmupgrd,0.442
owmutlb,0.669
owmutls,0.418
owmutrgb,0.484
owmutrgs,0.349
owmvpkgb,0.516
owmvpkgs,0.448
owmvtb,0.366
owmvts,0.432
owmwdmlb,0.465
owmwdmls,0.398
owmwmsys,2.706
prvsadri,0.396
prvsadv,0.353
prvsaii,1.141
prvsash,0.973
prvsautorepi,0.359
prvs_awr_data_cp,0.371
prvs_awr_data,0.987
prvsawri,0.345
prvsawr,0.361
prvsawrs,0.346
prvsawrv,0.807
prvscpaddm,0.374
prvsemx_admin,0.421
prvsemx_cell,0.366
prvsemx_dbhome,0.399
prvsemxi,0.715
prvsemx_memory,0.357
prvsemx_perf,0.368
prvsemx_rsrcmgr,0.408
prvsemx_sql,0.392
prvsfusc,0.382
prvsfus,0.351
prvshdm,0.707
prvsrepr,0.348
prvsrept,0.391
prvsrtaddm,0.706
prvssmbi,0.363
prvssmb,0.348
prvssmgu,0.348
prvsspai,0.343
prvsspdi,0.388
prvsspmi,0.345
prvssqlci,0.381
prvssqlf,0.356
prvssqli,0.727
prvssqlqi,0.425
prvsumfi,0.409
prvsxplni,0.782
prvtacl,0.927
prvtaclsrv,0.755
prvtaddm,0.350
prvtadmi,0.389
prvtadra,0.375
prvtadri,0.475
prvtadr,0.380
prvtadv,0.358
prvtaii,0.973
prvtai,0.377
prvtalrt,0.534
prvtamgt,0.776
prvtany,0.489
prvtapin,0.351
prvtappcon,0.394
prvtappcont,0.548
prvtapre,0.374
prvtaq8x,0.597
prvtaqad,0.346
prvtaqal,3.021
prvtaqdi,0.435
prvtaqds,0.616
prvtaqem,0.349
prvtaqim,0.368
prvtaqin,0.344
prvtaqip,0.361
prvtaqis,0.350
prvtaqiu,0.347
prvtaqji,1.039
prvtaqjm,0.356
prvtaqme,0.347
prvtaqmi,0.352
prvtaq,0.346
prvtaqxe,0.594
prvtaqxi,1.214
prvtash,0.985
prvtasrt,0.344
prvtatsk,0.368
prvtatxp,0.357
prvtaudutl,0.382
prvtautorepi,0.846
prvtautorep,0.460
prvtawex,0.365
prvtawi,0.386
prvtaw,0.348
prvt_awr_data_cp,0.433
prvt_awr_data,0.523
prvtawri,0.376
prvtawr,0.434
prvtawrs,0.363
prvtawrv,0.838
prvtawst,0.350
prvtbapp,0.441
prvtbcap,0.386
prvtbcmp,0.351
prvtbctab,0.377
prvtbdbu,0.345
prvtbdcluacc,0.416
prvtbdpi,0.346
prvtbfgr,0.365
